sentence_id,token_id,semiotic,before,class,after,truth
6562,13,ELECTRONIC,Spaceflight.com,ToBeNormalized,с_trans п_trans а_trans с_trans е_trans ф_trans л_trans а_trans й_trans т_trans точка к_trans о_trans м_trans,с_trans п_trans а_trans с_trans ф_trans л_trans а_trans й_trans т_trans точка к_trans о_trans м_trans
6564,7,PLAIN,voices,ToBeNormalized,в_trans о_trans и_trans с_trans,в_trans у_trans с_trans
6570,8,PLAIN,Osun,ToBeNormalized,а_trans с_trans а_trans н_trans,о_trans с_trans а_trans н_trans
6572,6,PLAIN,ИРБ,ToBeNormalized,и р б,ИРБ
6578,3,PLAIN,Nachtrag,ToBeNormalized,н_trans а_trans ч_trans т_trans р_trans а_trans г_trans,н_trans ч_trans т_trans р_trans а_trans г_trans
6578,6,PLAIN,einzelner,ToBeNormalized,э_trans й_trans н_trans ц_trans е_trans л_trans н_trans е_trans р_trans,э_trans й_trans н_trans з_trans е_trans л_trans н_trans е_trans р_trans
6578,7,PLAIN,Ansichten,ToBeNormalized,а_trans н_trans с_trans и_trans ч_trans т_trans е_trans н_trans,а_trans н_trans ж_trans т_trans е_trans н_trans
6578,14,PLAIN,einzelne,ToBeNormalized,э_trans й_trans н_trans ц_trans е_trans л_trans н_trans,э_trans й_trans н_trans з_trans е_trans л_trans н_trans
6578,17,PLAIN,Augenzeugen,ToBeNormalized,о_trans г_trans е_trans н_trans з_trans е_trans г_trans е_trans н_trans,о_trans г_trans е_trans н_trans з_trans е_trans ю_trans г_trans е_trans н_trans
6578,20,PLAIN,dieser,ToBeNormalized,д_trans и_trans с_trans е_trans р_trans,д_trans и_trans з_trans е_trans р_trans
6579,9,CARDINAL,402,ToBeNormalized,четыреста два,четырехсот двух
6584,2,CARDINAL,2006,ToBeNormalized,две тысячи шесть,двух тысяч шести
6587,5,MEASURE,2275 метра.,ToBeNormalized,две тысячи двести семьдесят пять метров,две тысячи двести семьдесят пять метра
6594,3,DATE,1997 году,ToBeNormalized,тысяча девятьсот девяносто седьмому году,тысяча девятьсот девяносто седьмом году
6597,7,MEASURE,70 градусами.,ToBeNormalized,семидесяти градусов,семьюдесятью градусами
6611,8,CARDINAL,1973,ToBeNormalized,тысячью девятистах семидесяти трех,тысячу девятьсот семьдесят три
6633,3,ELECTRONIC,www.cichlids.ruwww.cichlid.ru,ToBeNormalized,w w w точка с_trans и_trans ч_trans л_trans и_trans д_trans с_trans точка р_trans у_trans в_trans точка i w косая ч_trans а_trans й_trans ч_trans л_trans и_trans д_trans точка л_trans у_trans,w w w точка с_trans и_trans ч_trans л_trans и_trans д_trans с_trans точка р_trans а_trans у_trans у_trans точка с_trans и_trans ч_trans л_trans и_trans д_trans точка р_trans у_trans
6635,3,TIME,3:45,ToBeNormalized,три часа сорок пять минут,трех часов сорока пяти минут
6659,14,PLAIN,Kaeberlein,ToBeNormalized,к_trans а_trans б_trans е_trans р_trans л_trans е_trans й_trans н_trans,к_trans а_trans б_trans е_trans р_trans л_trans е_trans й_trans
6661,21,CARDINAL,16,ToBeNormalized,шестнадцати,шестнадцать
6662,0,PLAIN,Altira,ToBeNormalized,а_trans л_trans т_trans и_trans р_trans а_trans,а_trans л_trans ш_trans е_trans р_trans а_trans
6662,3,CARDINAL,38,ToBeNormalized,тридцать восемь,тридцати восьми
6679,2,DATE,28 августа 2013,ToBeNormalized,двадцать восьмого августа две тысячи тринадцатого года,двадцать восьмое августа две тысячи тринадцатого года
6700,7,PLAIN,Brahmajala,ToBeNormalized,б_trans р_trans а_trans м_trans а_trans д_trans ж_trans а_trans л_trans а_trans,б_trans р_trans а_trans м_trans а_trans ж_trans а_trans л_trans а_trans
6702,4,DATE,14 мая 2007,ToBeNormalized,четырнадцатого мая две тысячи седьмого года,четырнадцатое мая две тысячи седьмого года
6730,8,CARDINAL,1872,ToBeNormalized,тысячу восемьсот семьдесят два,тысячью восьмистах семидесяти двух
6730,11,CARDINAL,1877,ToBeNormalized,тысячу восемьсот семьдесят семь,тысячью восьмистах семидесяти семи
6730,19,CARDINAL,1903,ToBeNormalized,тысячью девятистах трех,тысячей девятьюстами тремя
6756,4,MEASURE,37 с.,ToBeNormalized,тридцати семи секунд,37 с.
6766,8,PLAIN,MystemPaice,ToBeNormalized,м_trans и_trans с_trans т_trans е_trans м_trans п_trans а_trans й_trans с_trans,м_trans и_trans с_trans т_trans е_trans м_trans п_trans а_trans и_trans с_trans
6777,10,DATE,11 сентября,ToBeNormalized,одиннадцатого сентября,одиннадцатое сентября
6789,6,PLAIN,Hephaestus,ToBeNormalized,х_trans е_trans ф_trans а_trans е_trans с_trans т_trans у_trans с_trans,х_trans е_trans ф_trans е_trans с_trans т_trans у_trans с_trans
6803,2,DATE,19 июля 2012,ToBeNormalized,девятнадцатого июля две тысячи двенадцатого года,девятнадцатое июля две тысячи двенадцатого года
